street,ward,district,city,size,property_legal_document,bed_rooms,toilets,floors,price,house_type
Quang Trung,Hưng Phú,Cái Răng,Cần Thơ,80.0,1,2,12,2,0.75,1
Nguyễn Văn Cừ,Cái Khế,Ninh Kiều,Cần Thơ,110.0,1,3,4,3,4.985,1
Cách Mạng Tháng 8,An Bình,Ninh Kiều,Cần Thơ,180.0,1,12,12,3,10.0,1
Trương Vĩnh Nguyên,Thường Thạnh,Cái Răng,Cần Thơ,85.0,1,2,2,2,2.21,1
Quang Trung,Hưng Phú,Cái Răng,Cần Thơ,67.5,1,4,3,3,4.8,1
Quang Trung,Phú Thứ,Cái Răng,Cần Thơ,78.0,1,3,3,2,2.028,1
Mậu Thân,An Hòa,Ninh Kiều,Cần Thơ,70.0,1,3,3,3,4.59,1
Nguyễn Văn Cừ,An Hòa,Ninh Kiều,Cần Thơ,99.0,1,2,2,2,5.9,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,80.0,1,4,5,4,11.9,1
Quang Trung,Hưng Thạnh,Cái Răng,Cần Thơ,79.8,1,4,4,3,5.899,1
Cách Mạng Tháng 8,An Bình,Ninh Kiều,Cần Thơ,64.0,1,4,4,3,6.9,1
Cần Thơ,Hưng Thạnh,Cái Răng,Cần Thơ,80.0,1,4,4,3,5.7,1
Mậu Thân,An Hòa,Ninh Kiều,Cần Thơ,51.0,1,3,4,3,3.79,1
Số 256,An Khánh,Ninh Kiều,Cần Thơ,90.0,1,3,2,2,4.7,1
Vọng Cung,An Bình,Ninh Kiều,Cần Thơ,255.0,1,2,2,4,3.6,1
Trương Vĩnh Nguyên,Thường Thạnh,Cái Răng,Cần Thơ,70.0,2,3,2,3,2.3,1
Cách Mạng Tháng 8,Cái Khế,Ninh Kiều,Cần Thơ,287.0,9,5,5,3,25.0,1
Tỉnh Lộ 922,Thới Lai,Thới Lai,Cần Thơ,77.5,1,6,3,4,3.5,1
Tỉnh Lộ 922,Thới Lai,Thới Lai,Cần Thơ,85.0,7,6,6,3,4.2,1
Tỉnh Lộ 922,Thới Lai,Thới Lai,Cần Thơ,77.5,7,6,6,3,3.5,1
Tỉnh Lộ 922,Thới Lai,Thới Lai,Cần Thơ,77.5,7,5,6,3,3.5,1
Lộ Trường Chính Trị,Ba Láng,Cái Răng,Cần Thơ,76.0,1,3,3,2,1.9,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,64.0,1,4,4,3,5.7,1
Quốc Lộ 1A,Hưng Thạnh,Cái Răng,Cần Thơ,80.0,1,2,1,2,2.7,1
Vành Đai Phi Trường,An Hòa,Ninh Kiều,Cần Thơ,53.0,1,2,2,2,5.6,1
Vành Đai Phi Trường,Bình Thủy,Bình Thuỷ,Cần Thơ,294.0,1,2,2,2,10.6,1
Nguyễn Văn Cừ,An Bình,Ninh Kiều,Cần Thơ,108.0,1,4,4,3,6.0,1
3 Tháng 2,Hưng Lợi,Ninh Kiều,Cần Thơ,72.0,1,4,4,3,6.55,1
Trần Vĩnh Kiết,An Bình,Ninh Kiều,Cần Thơ,150.0,1,6,6,3,4.5,1
Quốc Lộ 91B,Long Tuyền,Bình Thuỷ,Cần Thơ,154.0,1,2,1,2,2.6,1
Trần Bạch Đằng,An Khánh,Ninh Kiều,Cần Thơ,360.0,1,40,40,3,41.0,1
Nguyễn Văn Cừ,Cái Khế,Ninh Kiều,Cần Thơ,140.0,1,2,1,2,5.46,1
Xô Viết Nghệ Tĩnh,An Hội,Ninh Kiều,Cần Thơ,86.0,1,1,1,3,10.5,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,85.0,1,3,4,3,5.8,1
Quốc Lộ 91B,An Khánh,Ninh Kiều,Cần Thơ,72.0,1,3,4,3,5.3,1
Hùng Vương,Thới Bình,Ninh Kiều,Cần Thơ,80.0,1,4,4,4,15.0,1
Lý Tự Trọng,An Phú,Ninh Kiều,Cần Thơ,93.0,1,2,1,3,12.0,1
Quốc Lộ 91B,An Khánh,Ninh Kiều,Cần Thơ,204.0,1,2,2,3,14.0,1
Nguyễn Việt Dũng,Lê Bình,Cái Răng,Cần Thơ,179.0,1,3,2,3,7.0,1
Mậu Thân,Xuân Khánh,Ninh Kiều,Cần Thơ,66.0,1,3,3,3,14.5,1
Mậu Thân,An Nghiệp,Ninh Kiều,Cần Thơ,58.0,1,3,3,3,11.0,1
Mậu Thân,Xuân Khánh,Ninh Kiều,Cần Thơ,26.0,1,2,2,2,3.45,1
Trần Vĩnh Kiết,An Bình,Ninh Kiều,Cần Thơ,342.0,1,2,2,6,10.0,1
Nguyễn Văn Cừ,An Hòa,Ninh Kiều,Cần Thơ,88.0,1,4,5,3,18.0,1
Quốc Lộ 91B,Long Hòa,Bình Thuỷ,Cần Thơ,900.0,1,1,11,5,14.5,1
3 Tháng 2,Hưng Lợi,Ninh Kiều,Cần Thơ,95.6,1,1,1,4,18.0,1
Mậu Thân,An Phú,Ninh Kiều,Cần Thơ,40.0,1,3,4,4,14.5,1
Quốc Lộ 91B,Long Tuyền,Bình Thuỷ,Cần Thơ,100.0,1,4,4,2,6.0,1
Nguyễn Khuyến,An Cư,Ninh Kiều,Cần Thơ,79.0,1,3,4,3,15.0,1
Nguyễn Việt Hồng,An Phú,Ninh Kiều,Cần Thơ,79.0,1,2,1,3,13.0,1
Quốc Lộ 1A,Hưng Thạnh,Cái Răng,Cần Thơ,88.0,1,3,4,3,5.2,1
Quốc Lộ 91B,An Khánh,Ninh Kiều,Cần Thơ,75.0,1,5,5,3,3.5,1
Nguyễn Văn Cừ,An Bình,Ninh Kiều,Cần Thơ,174.0,1,4,5,3,12.0,1
Phan Huy Chú,An Khánh,Ninh Kiều,Cần Thơ,60.0,1,1,1,3,3.5,1
Trần Việt Châu,An Hòa,Ninh Kiều,Cần Thơ,148.0,1,4,4,4,23.0,1
Trần Hưng Đạo,An Cư,Ninh Kiều,Cần Thơ,505.0,1,5,5,3,60.0,1
Quốc Lộ 91B,An Khánh,Ninh Kiều,Cần Thơ,77.0,1,4,3,4,6.2,1
Quốc Lộ 91B,An Khánh,Ninh Kiều,Cần Thơ,147.0,1,4,4,3,11.0,1
Xô Viết Nghệ Tĩnh,An Cư,Ninh Kiều,Cần Thơ,72.0,1,5,4,4,12.5,1
30 Tháng 4,Hưng Lợi,Ninh Kiều,Cần Thơ,68.0,1,3,3,3,5.29,1
Quốc Lộ 91B,An Khánh,Ninh Kiều,Cần Thơ,80.0,1,3,3,3,4.5,1
Nguyễn Văn Cừ,An Bình,Ninh Kiều,Cần Thơ,108.0,1,3,2,3,6.7,1
Quốc Lộ 91B,Hưng Lợi,Ninh Kiều,Cần Thơ,489.0,1,2,2,3,33.0,1
Nguyễn Trãi,An Cư,Ninh Kiều,Cần Thơ,108.0,1,2,2,3,16.0,1
Quốc Lộ 91B,Long Tuyền,Bình Thuỷ,Cần Thơ,200.0,1,10,10,3,6.5,1
Quốc Lộ 1,Lê Bình,Cái Răng,Cần Thơ,70.0,1,3,3,3,3.4,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,80.0,1,2,1,2,3.45,1
Trần Bạch Đằng,An Khánh,Ninh Kiều,Cần Thơ,64.0,1,4,5,3,7.2,1
Phạm Ngọc Thạch,Cái Khế,Ninh Kiều,Cần Thơ,100.0,1,6,5,4,14.5,1
Nguyễn Việt Hồng,An Phú,Ninh Kiều,Cần Thơ,153.0,1,1,1,3,27.0,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,263.0,1,2,2,4,22.0,1
Mậu Thân,An Phú,Ninh Kiều,Cần Thơ,62.0,1,2,2,3,7.8,1
Quốc Lộ 91,Phước Thới,Ô Môn,Cần Thơ,100.0,1,3,3,3,2.5,1
Nguyễn Văn Trỗi,Cái Khế,Ninh Kiều,Cần Thơ,100.0,1,3,5,3,1.7,1
Nguyễn Văn Trỗi,Cái Khế,Ninh Kiều,Cần Thơ,100.0,1,2,5,3,1.7,1
Nguyễn Văn Cừ,An Hòa,Ninh Kiều,Cần Thơ,89.0,1,4,4,7,13.5,1
Lê Thánh Tôn,Tân An,Ninh Kiều,Cần Thơ,73.0,1,17,17,4,14.5,1
Nguyễn Văn Cừ,An Bình,Ninh Kiều,Cần Thơ,79.0,1,3,3,3,4.79,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,45.0,1,4,4,3,3.45,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,40.0,1,4,4,6,3.45,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,148.0,1,8,8,4,4.5,1
Quốc Lộ 91B,An Khánh,Ninh Kiều,Cần Thơ,40.0,1,2,2,2,2.45,1
Phạm Ngũ Lão,An Hòa,Ninh Kiều,Cần Thơ,124.0,1,3,3,1,16.5,1
Hồ Xuân Hương,Thới Bình,Ninh Kiều,Cần Thơ,114.0,1,3,3,3,7.99,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,85.0,1,2,2,2,4.89,1
Hoàng Quốc Việt,An Bình,Ninh Kiều,Cần Thơ,50.0,1,2,2,2,2.59,1
Quang Trung,Hưng Phú,Cái Răng,Cần Thơ,60.0,1,4,4,3,4.8,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,90.0,1,2,2,2,4.4,1
Trần Hưng Đạo,Xuân Khánh,Ninh Kiều,Cần Thơ,45.0,1,3,2,2,2.5,1
Nguyễn Trãi,Cái Khế,Ninh Kiều,Cần Thơ,72.0,1,2,2,3,12.5,1
Trương Định,An Cư,Ninh Kiều,Cần Thơ,145.0,1,2,2,3,7.15,1
Lê Hồng Phong,Bình Thủy,Bình Thuỷ,Cần Thơ,345.0,1,1,2,3,17.28,1
Vành Đai,An Hòa,Ninh Kiều,Cần Thơ,179.0,1,1,1,3,10.5,1
Nguyễn Việt Dũng,Lê Bình,Cái Răng,Cần Thơ,98.0,1,3,2,3,7.2,1
Số 926,Nhơn Ái,Phong Điền,Cần Thơ,1200.0,1,2,2,4,8.0,1
30 Tháng 4,Xuân Khánh,Ninh Kiều,Cần Thơ,34.0,1,2,2,3,10.5,1
Châu Văn Liêm,An Lạc,Ninh Kiều,Cần Thơ,69.0,1,5,5,4,17.5,1
Trần Hoàng Na,An Khánh,Ninh Kiều,Cần Thơ,83.0,1,4,5,3,11.5,1
Trần Vĩnh Kiết,An Bình,Ninh Kiều,Cần Thơ,183.0,1,2,2,3,9.5,1
Trần Văn Hoài,Xuân Khánh,Ninh Kiều,Cần Thơ,80.0,1,5,4,3,6.9,1
Nguyễn Văn Cừ,An Khánh,Ninh Kiều,Cần Thơ,64.0,1,4,3,3,6.9,1
Trần Hoàng Na,An Bình,Ninh Kiều,Cần Thơ,140.0,1,2,2,2,0.5,1
Tỉnh Lộ 922,Thới Lai,Thới Lai,Cần Thơ,81.0,1,2,2,3,2.6,1
Tỉnh Lộ 922,Thới Lai,Thới Lai,Cần Thơ,100.0,1,5,5,3,3.5,1
Tỉnh Lộ 922,Thới Lai,Thới Lai,Cần Thơ,85.0,1,3,3,2,0.73,1
Nguyễn Văn Cừ,Cái Khế,Ninh Kiều,Cần Thơ,100.0,1,4,3,3,1.7,1
Đt 922,Thới Lai,Thới Lai,Cần Thơ,76.0,1,2,2,2,0.52,1
Đoàn Thị Điểm,Cái Khế,Ninh Kiều,Cần Thơ,74.0,1,3,2,2,4.2,1
Bùi Hữu Nghĩa,Long Tuyền,Bình Thuỷ,Cần Thơ,70.0,1,2,1,2,0.88,1
Quốc Lộ 91B,An Khánh,Ninh Kiều,Cần Thơ,64.0,1,2,2,2,4.2,1
Quang Trung,Phú Thứ,Cái Răng,Cần Thơ,90.0,1,4,4,3,5.0,1
Quang Trung,Hưng Phú,Cái Răng,Cần Thơ,81.0,1,3,4,3,5.8,1
Võ Văn Kiệt,Bình Thủy,Bình Thuỷ,Cần Thơ,110.0,1,3,4,4,6.3,1
Võ Văn Kiệt,Bình Thủy,Bình Thuỷ,Cần Thơ,110.0,1,4,4,4,6.3,1
Võ Văn Kiệt,Bình Thủy,Bình Thuỷ,Cần Thơ,100.0,1,4,4,4,6.3,1
Võ Văn Kiệt,Bình Thủy,Bình Thuỷ,Cần Thơ,100.0,1,3,4,4,6.3,1
Quốc Lộ 1A,Hưng Thạnh,Cái Răng,Cần Thơ,80.0,1,2,1,2,4.5,1
Cần Thơ,Thường Thạnh,Cái Răng,Cần Thơ,80.0,1,3,2,2,2.2,1
Cần Thơ,Ba Láng,Cái Răng,Cần Thơ,244.0,1,6,5,3,4.65,1
Cần Thơ,Hưng Thạnh,Cái Răng,Cần Thơ,80.0,1,4,4,3,5.4,1
Nguyễn Việt Hồng,An Phú,Ninh Kiều,Cần Thơ,14.0,1,1,1,2,5.999,1
Trương Định,An Cư,Ninh Kiều,Cần Thơ,26.0,1,1,1,2,1.79,1
Nguyễn Văn Cừ,An Bình,Ninh Kiều,Cần Thơ,72.0,1,3,3,3,4.35,1
Sư Vạn Hạnh,12,10,Hồ Chí Minh,72.0,1,4,4,3,10.0,3
Đoàn Nguyên Tuấn,Hưng Long,Bình Chánh,Hồ Chí Minh,105.4,1,3,2,1,0.48,1
Tỉnh Lộ 10,Bình Trị Đông,Bình Tân,Hồ Chí Minh,310.0,1,8,6,1,18.5,3
Lê Văn Khương,Hiệp Thành,12,Hồ Chí Minh,13.0,4,1,1,2,0.495,3
Lê Văn Lương,Tân Phong,7,Hồ Chí Minh,200.0,1,5,4,4,6.1,1
Thạnh Lộc 29,Thạnh Lộc,12,Hồ Chí Minh,40.0,1,2,2,2,1.15,3
Phan Văn Hớn,Tân Xuân,Hóc Môn,Hồ Chí Minh,65.0,1,2,1,2,2.5,1
Diệp Minh Châu,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,72.0,1,5,4,4,8.8,3
Kinh Dương Vương,An Lạc,Bình Tân,Hồ Chí Minh,116.0,1,5,3,2,5.5,3
Huỳnh Tấn Phát,Phú Thuận,7,Hồ Chí Minh,46.0,1,4,3,3,3.65,3
BìNh Phú,11,6,Hồ Chí Minh,56.0,1,4,4,4,11.0,1
Ðề Thám,Cô Giang,1,Hồ Chí Minh,89.0,1,8,14,6,186.0,1
Nguyễn Bình,Phú Xuân,Nhà Bè,Hồ Chí Minh,12.0,4,1,2,1,0.72,3
Nguyễn Trọng Tuyển,1,Tân Bình,Hồ Chí Minh,176.0,1,4,10,7,68.0,2
Tô Hien Thành,15,10,Hồ Chí Minh,111.0,1,6,6,5,18.0,3
Lê Thị Hà,Tân Xuân,Hóc Môn,Hồ Chí Minh,80.0,1,3,3,3,3.1,1
Thạnh Xuân 25,Thạnh Xuân,12,Hồ Chí Minh,47.0,1,2,2,1,1.19,3
Số 25,Tân Quy,7,Hồ Chí Minh,82.5,1,2,3,2,7.4,1
Bình Trị Đông,Bình Trị Đông,Bình Tân,Hồ Chí Minh,40.0,3,2,2,2,2.99,1
Lộ Thơ,Thành Triệu,Châu Thành,Bến Tre,12000.0,1,11,7,6,45.0,1
Hương Lộ 2,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,64.0,1,4,4,3,5.6,1
Lê Văn Lương,Tân Hưng,7,Hồ Chí Minh,86.0,1,2,2,1,11.3,1
Phạm Hùng,4,8,Hồ Chí Minh,48.0,3,3,3,2,5.35,3
Số 3,Tân Hưng,7,Hồ Chí Minh,93.0,1,5,6,4,18.0,1
Phan Huy Ích,12,Gò Vấp,Hồ Chí Minh,44.0,1,3,3,5,5.4,3
Kinh Dương Vương,13,6,Hồ Chí Minh,84.0,1,1,2,1,13.5,1
Bến Phú Lâm,9,6,Hồ Chí Minh,68.0,1,5,4,5,7.0,1
Lê Văn Lương,Phước Kiển,Nhà Bè,Hồ Chí Minh,140.0,1,4,4,2,10.0,3
Trần Thị Bàu,Tân An Hội,Củ Chi,Hồ Chí Minh,148.0,1,5,5,1,1.25,1
Nguyễn Văn Bứa,Xuân Thới Sơn,Hóc Môn,Hồ Chí Minh,10.0,1,1,1,1,0.195,3
Hồ Học Lãm,An Lạc,Bình Tân,Hồ Chí Minh,70.0,1,4,2,2,4.8,3
Nguyễn Thị Tú,Bình Hưng Hoà B,Bình Tân,Hồ Chí Minh,56.0,1,5,5,4,5.5,4
Hồ Văn Long,Tân Tạo,Bình Tân,Hồ Chí Minh,30.0,1,2,2,1,1.85,1
Nguyễn Thị Huê,Bà Điểm,Hóc Môn,Hồ Chí Minh,112.0,1,5,4,4,7.5,1
Nguyễn Thị Nhỏ,2,6,Hồ Chí Minh,43.2999,1,2,3,4,10.3,1
Điện Biên Phủ,17,Bình Thạnh,Hồ Chí Minh,52.0,1,5,5,4,6.89,3
Hương Lộ 2,Bình Trị Đông,Bình Tân,Hồ Chí Minh,84.0,1,2,2,3,6.35,1
Bình Trị Đông,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,75.0,1,3,3,3,5.5,1
Phạm Thế Hiển,7,8,Hồ Chí Minh,86.0,1,1,1,2,5.7,3
Số 20,Bình Hưng,Bình Chánh,Hồ Chí Minh,100.0,1,5,6,5,16.5,1
Quốc Lộ 50,Phong Phú,Bình Chánh,Hồ Chí Minh,300.0,1,11,7,4,28.0,1
Phú Định,16,8,Hồ Chí Minh,50.0,1,4,3,4,4.95,3
Võ Thành Trang,11,Tân Bình,Hồ Chí Minh,63.0,1,3,3,3,6.7,3
Nguyễn Văn Đậu,6,Bình Thạnh,Hồ Chí Minh,64.0,1,2,2,2,6.95,3
Văn Phương,Thạnh Phú,Vĩnh Cửu,Đồng Nai,100.0,1,4,2,3,2.25,1
Hồng Bàng,1,11,Hồ Chí Minh,186.0,1,5,2,2,23.25,3
Âu Dương Lân,3,8,Hồ Chí Minh,38.5,1,4,3,4,6.95,3
Hồng Lạc,10,Tân Bình,Hồ Chí Minh,69.0,1,4,4,3,6.1,3
Bông Sao,5,8,Hồ Chí Minh,53.7,1,5,5,5,8.9,3
Hương Lộ 2,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,60.0,3,4,3,3,4.7,1
Quang Trung,11,Gò Vấp,Hồ Chí Minh,21.0,1,4,2,4,3.38,3
Nguyễn Thức Tự,An Lạc A,Bình Tân,Hồ Chí Minh,84.0,1,4,3,3,11.74,1
Thống Nhất,16,Gò Vấp,Hồ Chí Minh,50.0,1,4,4,4,5.35,3
Phan Văn Trị,10,Gò Vấp,Hồ Chí Minh,62.0,1,4,3,3,6.0,3
Số 7,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,95.0,1,6,5,4,26.0,1
Hiệp Thành 35,Thới An,12,Hồ Chí Minh,30.3999,4,2,2,2,1.45,3
Tô Hiến Thành,14,10,Hồ Chí Minh,60.0,1,5,5,4,11.5,3
Huỳnh Tấn Phát,Phú Xuân,Nhà Bè,Hồ Chí Minh,30.0,1,4,3,4,2.1,1
Ung Văn Khiêm,25,Bình Thạnh,Hồ Chí Minh,90.0,1,4,4,6,12.5,3
Nguyễn Văn Luông,12,6,Hồ Chí Minh,52.0,1,2,2,3,3.8,3
Phạm Văn Chiêu,14,Gò Vấp,Hồ Chí Minh,78.0,1,3,3,2,7.5,3
Phan Văn Trị,17,Gò Vấp,Hồ Chí Minh,80.0,1,4,4,3,7.0,3
Số 9,9,Gò Vấp,Hồ Chí Minh,32.2999,1,2,2,2,3.2,3
An Dương Vương,16,8,Hồ Chí Minh,36.0,6,2,2,2,1.6,4
Chuyên Dùng Chính,Phú Mỹ,7,Hồ Chí Minh,60.0,1,4,5,4,7.45,3
Quốc Lộ 22,Tân Phú Trung,Củ Chi,Hồ Chí Minh,226.0,1,11,5,3,0.92,3
Nguyễn Hữu Cảnh,22,Bình Thạnh,Hồ Chí Minh,105.0,1,4,2,3,9.6,3
Huỳnh Tấn Phát,Tân Phú,7,Hồ Chí Minh,44.0,1,3,2,2,3.95,3
Mã Lò,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,100.0,1,8,5,4,7.3,3
Trần Thị Do,Hiệp Thành,12,Hồ Chí Minh,96.0,1,4,4,4,7.79,4
Số 51,Tân Quy,7,Hồ Chí Minh,90.0,1,5,6,2,15.5,1
Gò Dầu,Tân Quý,Tân Phú,Hồ Chí Minh,160.0,1,1,3,3,17.9,1
Huyện 6,Thạnh Phú,Vĩnh Cửu,Đồng Nai,100.0,1,3,3,3,1.35,1
Trần Đại Nghĩa,Tân Kiên,Bình Chánh,Hồ Chí Minh,75.0,1,2,2,2,0.75,3
Hoàng Ngân,16,8,Hồ Chí Minh,44.0,1,2,2,2,4.1,3
Huỳnh Thị Hai,Tân Chánh Hiệp,12,Hồ Chí Minh,54.0,1,2,2,1,3.9,3
Tô Hiệu,Tân Thới Hòa,Tân Phú,Hồ Chí Minh,47.0,1,3,3,3,3.5,3
Nguyễn Sỹ Sách,15,Tân Bình,Hồ Chí Minh,153.0,1,4,4,2,15.0,1
Trần Văn Kiểu,11,6,Hồ Chí Minh,154.0,1,6,7,4,26.5,1
Tân Thành,Hòa Thạnh,Tân Phú,Hồ Chí Minh,56.0,1,4,3,3,4.3,3
Hồng Bàng,1,6,Hồ Chí Minh,36.0,1,2,2,2,3.1,3
Phan Huy Ích,15,Tân Bình,Hồ Chí Minh,100.0,1,8,7,5,12.5,3
Lê Đức Thọ,15,Gò Vấp,Hồ Chí Minh,77.0,1,3,1,2,5.7,3
Huyện 7,Bình Lợi,Vĩnh Cửu,Đồng Nai,90.0,1,2,2,2,0.398,1
Nguyễn Oanh,17,Gò Vấp,Hồ Chí Minh,120.0,1,4,3,3,30.0,1
Nguyễn Ảnh Thủ,Hiệp Thành,12,Hồ Chí Minh,10.0,1,2,2,2,0.72,3
Nguyễn Thái Sơn,5,Gò Vấp,Hồ Chí Minh,81.0,1,11,7,3,8.5,3
Trần Quang Khải,Tân Định,1,Hồ Chí Minh,85.0,1,11,7,6,34.0,1
Tân Thới Hiệp 20,Tân Thới Hiệp,12,Hồ Chí Minh,46.0,1,2,2,2,2.75,3
Trần Xuân Soạn,Tân Hưng,7,Hồ Chí Minh,16.0,1,2,1,2,1.9,3
Lê Văn Khương,Hiệp Thành,12,Hồ Chí Minh,60.0,1,4,5,4,7.19,3
Hưng Lân,Bà Điểm,Hóc Môn,Hồ Chí Minh,114.0,1,3,3,2,4.55,1
Nguyễn Ảnh Thủ,Trung Chánh,Hóc Môn,Hồ Chí Minh,70.0,1,3,2,11,1.8,3
Lê Văn Lương,Tân Hưng,7,Hồ Chí Minh,34.0,1,4,3,3,3.5,3
Nguyễn Văn Linh,Tân Phong,7,Hồ Chí Minh,126.0,1,4,3,4,21.0,1
Bành Văn Trân,7,Tân Bình,Hồ Chí Minh,56.0,1,6,5,5,10.5,3
Võ Duy Ninh,22,Bình Thạnh,Hồ Chí Minh,51.0,1,3,3,4,5.45,3
Nguyễn Văn Đậu,7,Bình Thạnh,Hồ Chí Minh,39.0,1,3,3,5,7.7,3
An Phú Đông 25,An Phú Đông,12,Hồ Chí Minh,114.0,1,1,1,1,2.45,3
Phú Thuận,Phú Thuận,7,Hồ Chí Minh,70.0,1,4,5,3,7.95,3
Lê Văn Lương,Phước Kiển,Nhà Bè,Hồ Chí Minh,143.0,1,3,3,2,16.8,1
Quang Trung,10,Gò Vấp,Hồ Chí Minh,68.0,1,4,4,4,7.0,3
Bình Hưng,Bình Hưng,Bình Chánh,Hồ Chí Minh,108.0,1,3,3,3,10.7,2
Hoàng Hoa Thám,6,Bình Thạnh,Hồ Chí Minh,39.0,1,3,3,5,7.6,3
Cầu Bạch Đằng 2,Bình Lợi,Vĩnh Cửu,Đồng Nai,100.0,1,3,3,3,1.45,3
Lê Đức Thọ,16,Gò Vấp,Hồ Chí Minh,76.0,1,4,3,3,6.0,3
Trần Tấn,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh,220.0,1,11,6,3,23.0,1
Bến Mễ Cốc,15,8,Hồ Chí Minh,80.9,1,5,6,3,6.98,1
Thới An 16,Thới An,12,Hồ Chí Minh,54.0,1,4,5,4,5.98,3
Lê Văn Khương,Thới An,12,Hồ Chí Minh,55.0,1,5,5,4,5.99,3
Lê Văn Quới,Bình Trị Đông,Bình Tân,Hồ Chí Minh,60.0,1,4,3,3,5.3,1
Bùi Văn Ngữ,Hiệp Thành,12,Hồ Chí Minh,91.5,1,2,2,2,4.15,3
Thạnh Lộc 27,Thạnh Lộc,12,Hồ Chí Minh,65.0,1,3,3,3,6.55,3
Nguyễn Văn Cánh,Hữu Định,Châu Thành,Bến Tre,179.0,1,5,2,3,0.92,3
Quản Trọng Linh,7,8,Hồ Chí Minh,80.0,1,4,3,4,9.9,1
Số 1A,Bình Trị Đông B,Bình Tân,Hồ Chí Minh,126.0,1,4,3,4,16.8,1
Đoàn Nguyễn Tuấn,Hưng Long,Bình Chánh,Hồ Chí Minh,72.0,4,1,1,2,0.54,3
Gò Ô Môi,Phú Thuận,7,Hồ Chí Minh,377.0,1,3,4,3,26.0,3
Xô Viết Nghệ Tĩnh,21,Bình Thạnh,Hồ Chí Minh,73.0,1,2,3,2,7.7,3
Phạm Hữu Lầu,Phú Mỹ,7,Hồ Chí Minh,112.0,1,5,5,3,8.9,3
Hà Huy Giáp,Thạnh Lộc,12,Hồ Chí Minh,31.5,3,2,2,2,1.29,3
Cách Mạng Tháng Tám,15,10,Hồ Chí Minh,40.0,1,5,4,4,8.5,3
Trần Hưng Đạo,Cô Giang,1,Hồ Chí Minh,30.0,1,1,1,3,15.5,1
Đặng Thùy Trâm,13,Bình Thạnh,Hồ Chí Minh,90.0,1,5,6,4,14.0,3
Số 1,Bình Hưng Hoà B,Bình Tân,Hồ Chí Minh,84.0,1,4,5,4,6.7,4
Tây Lân,Bình Trị Đông A,Bình Tân,Hồ Chí Minh,64.0,1,5,5,4,6.3,1
Lê Quang Định,5,Bình Thạnh,Hồ Chí Minh,88.0,1,5,5,3,13.2,1
Huỳnh Tấn Phát,Bình Thuận,7,Hồ Chí Minh,52.0,1,2,3,2,5.8,3
Vĩnh Lộc,Vĩnh Lộc A,Bình Chánh,Hồ Chí Minh,56.0,4,3,2,2,1.88,3
Thoại Ngọc Hầu,Phú Thạnh,Tân Phú,Hồ Chí Minh,48.0,1,3,2,2,4.8,3
Thạnh Lộc 15,Thạnh Lộc,12,Hồ Chí Minh,140.0,1,7,6,3,8.0,1
Trường Chinh,13,Tân Bình,Hồ Chí Minh,73.6996,1,2,2,4,15.2,1
Trần Khắc Chân,Tân Định,1,Hồ Chí Minh,32.0,1,3,3,3,32.0,3
Chợ Lớn,11,6,Hồ Chí Minh,84.0,1,4,3,5,16.2,1
Số 23,11,6,Hồ Chí Minh,90.0,1,5,5,5,19.7,1
Trương Thị Hoa,Tân Thới Hiệp,12,Hồ Chí Minh,75.0,1,5,6,6,11.0,1
Đặng Văn Ngữ,10,Phú Nhuận,Hồ Chí Minh,42.0,1,4,4,3,7.2,3
Quang Trung,11,Gò Vấp,Hồ Chí Minh,22.0,1,3,2,3,3.38,3
Phan Văn Trị,11,Bình Thạnh,Hồ Chí Minh,55.0,1,2,1,2,5.39,3
Nguyễn Ảnh Thủ,Hiệp Thành,12,Hồ Chí Minh,54.0,1,4,5,4,6.1,3
Trần Thái Tông,15,Tân Bình,Hồ Chí Minh,136.0,1,7,7,2,11.45,3
Nguyễn Hữu Tiến,Tây Thạnh,Tân Phú,Hồ Chí Minh,60.0,1,4,5,4,8.7,3
Võ Văn Kiệt,10,6,Hồ Chí Minh,160.0,1,2,3,1,20.5,1
Hòa Bình,5,11,Hồ Chí Minh,63.0,1,4,3,4,9.75,3
Nguyễn Thị Búp,Tân Chánh Hiệp,12,Hồ Chí Minh,110.0,1,5,4,3,6.2,4
